Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1300194087589629954,"RT @TimRunsHisMouth : Hey Ted Wheeler, Nobody believes that Trump hurting your feelings with mean words is why ANTIFA is burning Portland to the ground.",Donald J. Trump,realDonaldTrump,2020-08-30T22:10:01.000Z,Sun Aug 30 22:10:01 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300194034053513219,"RT @TDN_NOTICIAS : ?? Black Lives Matter / Antifa

https://t.co/2fmDlT52aN",Donald J. Trump,realDonaldTrump,2020-08-30T22:09:48.000Z,Sun Aug 30 22:09:48 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,video,https://video.twimg.com/ext_tw_video/1299479558094295041/pu/vid/398x378/CWW8EysE31BVzQIl.mp4?tag=10,,,
1300193813051453440,"RT @dbongino : Liberal groups, rioting in liberal cities, with liberal mayors, and liberal city councils, promoting radical liberal causes, and supported by liberal money:

Media - “Trump did it!” 
#Imbeciles",Donald J. Trump,realDonaldTrump,2020-08-30T22:08:56.000Z,Sun Aug 30 22:08:56 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,1,0,,,,,
1300193460817928192,"RT @JasonMillerinDC : Must be nice to have the MSM for a rapid response team.

No mention of Biden failing to call on Wheeler to allow federal help in Portland.

No mention of Biden refusing to condemn Antifa.

No mention of Dem Convention falling to condemn chaos &amp; criminals!

https://t.co/dr4EN2SuM6",Donald J. Trump,realDonaldTrump,2020-08-30T22:07:32.000Z,Sun Aug 30 22:07:32 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://www.axios.com/biden-trump-condemns-portland-violence-861488d0-6f9b-4a6a-8f94-6f18c9a05381.html?utm_campaign=organic&utm_medium=socialshare&utm_source=twitter ,0,0,,,,,
1300193398477946883,Rest In Peace Jay! https://t.co/j6FYxIygmh,Donald J. Trump,realDonaldTrump,2020-08-30T22:07:17.000Z,Sun Aug 30 22:07:17 +0000 2020,189971,55999,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/amykremer/status/1300184590028541957 ,0,0,,,,,
1300193033581928448,A weak and pathetic Democrat Mayor!!! https://t.co/dehIDMwgul,Donald J. Trump,realDonaldTrump,2020-08-30T22:05:50.000Z,Sun Aug 30 22:05:50 +0000 2020,60492,16793,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/bryandeanwright/status/1300177671020621824 ,0,0,,,,,
1300192198055653378,"RT @laralogan : Where is the justice for Andy Ngo? Antifa has been carrying out violent attacks for a long time in Portland, long before these violent riots. https://t.co/YU9OB8ypdp",Donald J. Trump,realDonaldTrump,2020-08-30T22:02:31.000Z,Sun Aug 30 22:02:31 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/pnjaban/status/1300169346333827072 ,0,0,,,,,
1300192133366902784,"RT @LizRNC : Blaming anyone except the left-wing mobs, radical antifa and Marxists, and the feckless Dem leadership in cities allowing them to assault and accost innocent people for months now, is excusing violence. 

""Incited""? These extremists are incited by the very existence of America https://t.co/i2uHFBmZs0",Donald J. Trump,realDonaldTrump,2020-08-30T22:02:15.000Z,Sun Aug 30 22:02:15 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,photo,https://pbs.twimg.com/media/EgskGnJXYAYJtDL.jpg,,,
1300192006799532034,RT @TheRightMelissa : Democrats now trying to distance themselves from #BidenRiots but it’s not gonna work. Antifa &amp; BLM are your supporters. OWN THEM. https://t.co/ODMjtl2hV0,Donald J. Trump,realDonaldTrump,2020-08-30T22:01:45.000Z,Sun Aug 30 22:01:45 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/therightmelissa/status/1300182659751124992 ,1,0,,,,,
1300191629685522435,"RT @BernardKerik : .@tedwheeler Portland is your responsibility, not President @realDonaldTrump’s! You have allowed #BLM and #Antifa militants to control your city for more than 100 days! You’ve done nothing about it! You’ve refused help from the federal government! That killing is your fault! https://t.co/ddYLNcwdbb",Donald J. Trump,realDonaldTrump,2020-08-30T22:00:15.000Z,Sun Aug 30 22:00:15 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/Breaking911/status/1300168900861136896 ,2,2,,,,,
1300171130326716418,The only way you will stop the violence in the high crime Democrat run cities is through strength!,Donald J. Trump,realDonaldTrump,2020-08-30T20:38:48.000Z,Sun Aug 30 20:38:48 +0000 2020,220159,42949,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1300170579048357894,"..The people of Portland, like all other cities &amp;  parts of our great Country, want Law &amp; Order. The Radical Left Democrat Mayors, like the dummy running Portland, or the guy right now in his basement unwilling to lead or even speak out against crime, will never be able to do it!",Donald J. Trump,realDonaldTrump,2020-08-30T20:36:36.000Z,Sun Aug 30 20:36:36 +0000 2020,73441,18257,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,
1300170578134003713,"....He tried mixing with the Agitators and Anarchists and they mocked him. He would like to blame me and the Federal Government for going in, but he hasn’t seen anything yet. We have only been there with a small group to defend our U.S. Courthouse, because he couldn’t do it....",Donald J. Trump,realDonaldTrump,2020-08-30T20:36:36.000Z,Sun Aug 30 20:36:36 +0000 2020,66804,15600,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,
1300170576515026945,"Ted Wheeler, the wacky Radical Left Do Nothing Democrat Mayor of Portland, who has watched great death and destruction of his City during his tenure, thinks this lawless situation should go on forever. Wrong! Portland will never recover with a fool for a Mayor....",Donald J. Trump,realDonaldTrump,2020-08-30T20:36:36.000Z,Sun Aug 30 20:36:36 +0000 2020,118416,31249,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1300041598449917953,LAW &amp; ORDER!!!,Donald J. Trump,realDonaldTrump,2020-08-30T12:04:05.000Z,Sun Aug 30 12:04:05 +0000 2020,314416,58592,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1300038510687260673,.@DNI_Ratcliffe on @MariaBartiromo this morning. @FoxNews,Donald J. Trump,realDonaldTrump,2020-08-30T11:51:49.000Z,Sun Aug 30 11:51:49 +0000 2020,45133,8872,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,3,,,,,
1300037695729737733,Moving along nicely. MAGA! https://t.co/xNchR73xgp,Donald J. Trump,realDonaldTrump,2020-08-30T11:48:34.000Z,Sun Aug 30 11:48:34 +0000 2020,66319,16408,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/PollWatch2020/status/1299923590410690562 ,0,0,,,,,
1300037299653279744,RT @PollWatch2020 : Trump got 8 percent of black vote in 2016. I’ve been predicting 11-13 percent in 2020. I’m thinking he could get 14-16 percent now.,Donald J. Trump,realDonaldTrump,2020-08-30T11:47:00.000Z,Sun Aug 30 11:47:00 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300037119486971906,"RT @PollWatch2020 : Rich Baris: ""Democrats are in a complete and total panic right now.""",Donald J. Trump,realDonaldTrump,2020-08-30T11:46:17.000Z,Sun Aug 30 11:46:17 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300037085747982336,RT @PollWatch2020 : Heads will explode. Trump up in Michigan. https://t.co/LvBMhN7WrQ,Donald J. Trump,realDonaldTrump,2020-08-30T11:46:09.000Z,Sun Aug 30 11:46:09 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/politics_polls/status/1299354632867778563 ,0,0,,,,,
1300037061223878656,"RT @PollWatch2020 : Here's the Trafalgar Group info on Trump's lead in Michigan:

https://t.co/Bux455MJzX",Donald J. Trump,realDonaldTrump,2020-08-30T11:46:03.000Z,Sun Aug 30 11:46:03 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://drive.google.com/file/d/12_IApGhCQY27OukwWXGnk0MFgfPctmhQ/view ,0,0,,,,,
1300036775084265472,"RT @Peoples_Pundit : Donald Trump just got the biggest betting odds convention bounce in history, and the convention just ended last night.

That follows the net 0 polling bounce for Joe Biden, which is the weakest for a Democratic convention since 1972.

I'm starting to get a whiff of 1988.",Donald J. Trump,realDonaldTrump,2020-08-30T11:44:55.000Z,Sun Aug 30 11:44:55 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300036526609502210,RT @PollWatch2020 : If you want to see how good or bad a pollster is just go to Real Clear Politics and check their past predictions. Don't go to 538. Their ratings are purely political and usually upside down from reality.,Donald J. Trump,realDonaldTrump,2020-08-30T11:43:56.000Z,Sun Aug 30 11:43:56 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300036460230434816,RT @PollWatch2020 : Interesting https://t.co/8m00T2RZvF,Donald J. Trump,realDonaldTrump,2020-08-30T11:43:40.000Z,Sun Aug 30 11:43:40 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/slobzilla/status/1299405821017755649 ,0,0,,,,,
1300036412121714693,RT @PollWatch2020 : We're at the point now where no pollster should be using registered voters.,Donald J. Trump,realDonaldTrump,2020-08-30T11:43:28.000Z,Sun Aug 30 11:43:28 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300036400943902721,"RT @PollWatch2020 : Concerning presidential debates, which option has more risk for Joe Biden? (i.e. which option could hurt Biden more?)",Donald J. Trump,realDonaldTrump,2020-08-30T11:43:26.000Z,Sun Aug 30 11:43:26 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300036119770300421,RT @RobertCahaly : @marthamaccallum pay attention we got it right ‘16 and ‘18. And we show it tightening,Donald J. Trump,realDonaldTrump,2020-08-30T11:42:19.000Z,Sun Aug 30 11:42:19 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,1,,,,,
1300035990514470914,RT @PollWatch2020 : True. Full campaign mode! https://t.co/eF3jMwCbZq,Donald J. Trump,realDonaldTrump,2020-08-30T11:41:48.000Z,Sun Aug 30 11:41:48 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/thebradfordfile/status/1299489023589781505 ,0,0,,,,,
1300035946277150721,"RT @PollWatch2020 : 1)  A nugget about the Trafalgar Michigan poll that has Trump up 46.6 to 45.2 over Biden.

Before the Dem Convention Trump was up 2.7%. After the Dem Convention Trump was up 0.9%. So a 1.8% bump for Biden.

I'm wondering with a Repub Conv bump, if Trump will go back to a 3% lead.",Donald J. Trump,realDonaldTrump,2020-08-30T11:41:37.000Z,Sun Aug 30 11:41:37 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300035855067815936,RT @PollWatch2020 : 3) To me the big news is that Trump was up 2.7% in Michigan right before the Dem Convention. After the coming Trump bump maybe Trump will be up around 3% again.,Donald J. Trump,realDonaldTrump,2020-08-30T11:41:16.000Z,Sun Aug 30 11:41:16 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300035847845285888,RT @PollWatch2020 : Trump put on a GREAT show in New Hampshire. Well over an hour! When Biden campaigns will he go for an hour?  Probably 8 mins.,Donald J. Trump,realDonaldTrump,2020-08-30T11:41:14.000Z,Sun Aug 30 11:41:14 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300035375751221249,Michael knows!!! https://t.co/QNuj5Y1PZc,Donald J. Trump,realDonaldTrump,2020-08-30T11:39:21.000Z,Sun Aug 30 11:39:21 +0000 2020,36871,8547,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/larryschweikart/status/1299714872096120832 ,0,0,,,,,
1300034965472768005,RT @RobertCahaly : Doubt what we @trafalgar_group say about #MI #Elections2020 at your own peril. History is not on your side. https://t.co/ENb6iy44zA,Donald J. Trump,realDonaldTrump,2020-08-30T11:37:43.000Z,Sun Aug 30 11:37:43 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,2,1,photo,https://pbs.twimg.com/media/EgmAZ9iXsAAKE0g.jpg,https://pbs.twimg.com/media/EgmAZ9kWAAEmi-L.jpg,,
1300034852855713792,"RT @LarrySchweikart : @ForecasterEnten 3) There is no---ZERO---drop off in Trump support from 2016. There is 95% GOP support.

4) This means Trump will win FL by somewhere around 250,000-400,000 votes.

5) He is also ahead in OH, IA, WI, MI, and PA (I'm sure you didn't know that). His campaign is spending time in MN.",Donald J. Trump,realDonaldTrump,2020-08-30T11:37:17.000Z,Sun Aug 30 11:37:17 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,1,,,,,
1300034692620713984,RT @thebradfordfile : WOW. President Trump's support among black voters rose 9 points during the GOP convention.,Donald J. Trump,realDonaldTrump,2020-08-30T11:36:38.000Z,Sun Aug 30 11:36:38 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300034005597814784,"RT @PollWatch2020 : 1). BREAKING: Democracy Institute shows Trump up nationally and in battlegrounds:

National Popular Vote:
Trump 48
Biden 45

Battlegrounds of FL, IA, MI, MN, PA
Trump 49
Biden 42",Donald J. Trump,realDonaldTrump,2020-08-30T11:33:55.000Z,Sun Aug 30 11:33:55 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300033922177421318,"RT @PollWatch2020 : 2). Democracy Institute Poll:

Florida
Trump 47
Biden 44

Minnesota 
Trump 48
Biden 45

New Hampshire
Trump 47
Biden 43",Donald J. Trump,realDonaldTrump,2020-08-30T11:33:35.000Z,Sun Aug 30 11:33:35 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300033862626574336,"RT @PollWatch2020 : 3). DI poll:

Electoral Projection
Trump 319
Biden 219",Donald J. Trump,realDonaldTrump,2020-08-30T11:33:20.000Z,Sun Aug 30 11:33:20 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300033818540339200,"RT @PollWatch2020 : 4). Enthusiasm gap is huge.
Very supportive 

Trump 82%
Biden 40%",Donald J. Trump,realDonaldTrump,2020-08-30T11:33:10.000Z,Sun Aug 30 11:33:10 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300033750978486272,"RT @PollWatch2020 : 6). According to Democracy Institute the Dems badly miscalculated on BLM:

74% prefer all lives matter
26% prefer black lives matter",Donald J. Trump,realDonaldTrump,2020-08-30T11:32:54.000Z,Sun Aug 30 11:32:54 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300033497504141312,"RT @PollWatch2020 : 9) According to the Democracy Institute Poll: Trump approval is at 52 percent  

(NOTE: That number is exactly what Zogby Analytics has)",Donald J. Trump,realDonaldTrump,2020-08-30T11:31:53.000Z,Sun Aug 30 11:31:53 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300033365010198529,"RT @PollWatch2020 : 12. DI Poll:

""Which candidate do you trust to do the best job handling the economy?

Trump: 59%
Biden 41%",Donald J. Trump,realDonaldTrump,2020-08-30T11:31:22.000Z,Sun Aug 30 11:31:22 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300032966912077824,"RT @PollWatch2020 : 16.  From DI Poll:

“Do you think Joe Biden is experiencing some form of cognitive decline, such as the early stages of dementia?”

Yes = 59%

No = 40%

Don’t know = 1%",Donald J. Trump,realDonaldTrump,2020-08-30T11:29:47.000Z,Sun Aug 30 11:29:47 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300031851554242561,"RT @TheBabylonBee : Biden: 'If You Thought The Republican Convention Was Good, Just Wait 'Til We Have Our Convention!' https://t.co/Q27uwZtOLc",Donald J. Trump,realDonaldTrump,2020-08-30T11:25:21.000Z,Sun Aug 30 11:25:21 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://buff.ly/32Cot4K ,0,0,,,,,
1300030449042042881,RT @DrewHolden360 : At some point it would be nice if we talked about the fact that there appears to be a semi-professional class of people whose energies are spent creating riots across the country. https://t.co/Z1GznXIEOY,Donald J. Trump,realDonaldTrump,2020-08-30T11:19:47.000Z,Sun Aug 30 11:19:47 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/nypost/status/1299362194187005952 ,0,0,,,,,
1300030383019438080,RT @NoahCRothman : A lot of these videos have been shocking. I audibly gasped at this one. https://t.co/xiS5ppOV79,Donald J. Trump,realDonaldTrump,2020-08-30T11:19:31.000Z,Sun Aug 30 11:19:31 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/JFNYC1/status/1299356277806706689 ,0,0,,,,,
1300029933301960704,RT @MaxAbrahms : Don’t forget how the media said during last election that ISIS wanted Trump to win &amp; would strengthen if he became president — both totally wrong. https://t.co/922fXV9cgr,Donald J. Trump,realDonaldTrump,2020-08-30T11:17:44.000Z,Sun Aug 30 11:17:44 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/jseldin/status/1299481521561251840 ,0,0,,,,,
1300029912594735104,"RT @ConceptualJames : Literally every time I hear the words ""peaceful protesters"" now, I assume it's a lie. This isn't correct or good.",Donald J. Trump,realDonaldTrump,2020-08-30T11:17:39.000Z,Sun Aug 30 11:17:39 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,0,,,,,
1300029755757076483,"RT @LeeSmithDC : Query for CNN employees: do you tell the truth to your loved ones? To your children, spouses and parents, and your friends, too? Or do you lie to everyone as outrageously as you lie to the US public in garbage work like this?

https://t.co/KfRtgBmvS5",Donald J. Trump,realDonaldTrump,2020-08-30T11:17:01.000Z,Sun Aug 30 11:17:01 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://www.cnn.com/2020/08/29/politics/trump-spying-campaign-obama-fact-check/index.html ,0,0,,,,,
1300028922264989696,"RT @RichLowry : True, and it’s confounding that they ever thought totally glossing over it was a good idea https://t.co/XMCJD9lWyg",Donald J. Trump,realDonaldTrump,2020-08-30T11:13:43.000Z,Sun Aug 30 11:13:43 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://twitter.com/rameshponnuru/status/1299185193916551169 ,0,0,,,,,
1300028810394468352,"RT @AriFleischer : This is an excellent Q&amp;A explaining the nuts &amp; bolts of voting in NV, a state that has never conducted a mostly-mail general election. The issue is not fraud - it's the number of votes that will be rejected, leading to big fights in a close election. https://t.co/HB9sIloOXU",Donald J. Trump,realDonaldTrump,2020-08-30T11:13:16.000Z,Sun Aug 30 11:13:16 +0000 2020,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://thenevadaindependent.com/article/indy-qa-deputy-secretary-of-state-wayne-thorley-on-what-nevadas-controversial-elections-bill-does-and-doesnt-do ,0,0,,,,,
1300028625283092481,Their minds are gone!!! https://t.co/4KMtQSvF5z,Donald J. Trump,realDonaldTrump,2020-08-30T11:12:32.000Z,Sun Aug 30 11:12:32 +0000 2020,34006,8264,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/RichLowry/status/1299436772431192064 ,0,0,,,,,
1300027733293047810,.@MayorBowser should arrest these agitators and thugs!Clean up D.C. or the Federal Government will do it for you. Enough!!! @MayorBowser https://t.co/45RzrDqw1q,Donald J. Trump,realDonaldTrump,2020-08-30T11:08:59.000Z,Sun Aug 30 11:08:59 +0000 2020,35105,10666,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/richlowry/status/1299516133251448833 ,0,2,,,,,
